PMID,extracted_sentence,Label
32877760,"Recently, aberrant        expressions of <piRNA>piRNAs</piRNA> and PIWI proteins have been implicated in a variety of malignant tumors and associated with <disease>cancer disease</disease> hallmarks such as cell proliferation,        inhibited apoptosis, invasion, metastasis and increased stemness.",positive
32877760,"Researchers        have also demonstrated multiple mechanisms of <piRNA>piRNA</piRNA>-mediated target deregulation        associated with <disease>cancer disease</disease> initiation, progression or dissemination.",positive
32877760,"We review        current research findings on the biogenesis, normal functions and <disease>cancer disease</disease>        associations of <piRNA>piRNAs</piRNA>, highlighting their potentials as diagnostic/prognostic biomarkers and therapeutic tools.",positive
29976566,The purpose        of the study was to assess the profiles of <piRNA>piRNAs</piRNA> in blood serum of  <disease>colon cancer disease</disease>        patients with the aim to identify those with high diagnostic potential.,Negative
29976566,"Results: In total, 31 <piRNA>piRNAs</piRNA> were found to be        significantly deregulated in serum of <disease>cancer disease</disease> patients compared with healthy        donors.",positive
29976566,"Based on the levels of <piRNA>piR-5937</piRNA> and piR-28876, it was possible to        differentiate between <disease>cancer disease</disease> patients and healthy donors with high sensitivity        and specificity.",positive
29976566,"Based on the levels of piR-5937and <piRNA> piR-28876 </piRNA>, it was possible to        differentiate between <disease>cancer disease</disease> patients and healthy donors with high sensitivity        and specificity.",positive
29976566,"Moreover, both <piRNA>piRNAs</piRNA> exhibited satisfactory diagnostic        performance also in patients with stage I disease and enabled detection of         <disease>colon cancer </disease> with higher sensitivity than currently used biomarkers CEA and CA19-9.",positive
29976566,Impact: <piRNA>piRNAs</piRNA> could serve as        promising noninvasive biomarkers for early detection of  <disease>colon cancer </disease>.,positive
27951720,"Recently, free circulating <piRNA>piRNAs</piRNA>        were reported to be stably present in body fluids, suggesting that they could        serve as promising noninvasive biomarkers to enable early diagnosis, therapy        response prediction, and accurate prognosis prediction of <disease>cancer disease</disease> patients.",positive
26205624,"Although piRNA function was first established in germ-line cells, <piRNA>piRNA</piRNA> may be        crucial in <disease>cancer disease</disease> cells.",positive
26205624,"Although <piRNA>piRNA</piRNA> function was first established in germ-line cells, piRNA may be        crucial in <disease>cancer disease</disease> cells.",positive
26205624,This study investigated the potential roles of        CDKN2B-related <piRNA>piRNA</piRNA> in <disease>leukemia</disease> cells to provide a potential tumorigenesis model        of  leukemia .,positive
26205624,This study investigated the potential roles of        CDKN2B-related <piRNA>piRNA</piRNA> in  leukemia cells to provide a potential tumorigenesis model        of <disease>leukemia</disease>.,positive
26205624,"CDKN2B-related <piRNA>piRNAs</piRNA>, hsa_piR_014637 and hsa_piR_011186 were        transduced into the <disease>leukemia</disease> cell line U937 to study the effect of these two        piRNA on cell-cycle progression, apoptosis, heterochromatin formation, CDKN2B        methylation and expression.",positive
26205624,"CDKN2B-related piRNAs, <piRNA>hsa_piR_014637 </piRNA> and hsa_piR_011186 were        transduced into the <disease>leukemia</disease> cell line U937 to study the effect of these two        piRNA on cell-cycle progression, apoptosis, heterochromatin formation, CDKN2B        methylation and expression.",positive
26205624,"CDKN2B-related piRNAs, hsa_piR_014637 and <piRNA> hsa_piR_011186 </piRNA> were        transduced into the <disease>leukemia</disease> cell line U937 to study the effect of these two piRNA on cell-cycle progression, apoptosis, heterochromatin formation, CDKN2B        methylation and expression.",positive
26205624,"The novel piRC complex facilitated epigenetic        modifications on the promoter of cell-cycle regulating genes, providing an        expanded view of the role of <piRNA>piRNA</piRNA> in the progression of <disease>leukemia</disease> cells.",positive
32428871,"Additionally,        the intersection between target genes of key <piRNA>piRNAs</piRNA> and differentially expressed        genes in The Cancer Genome Atlas (TCGA) PTC samples were used to perform        enrichment analysis.",Negative
27197292,IMPACT: This transdisciplinary study demonstrates a role of <piRNA>piRNAs</piRNA> in        gliomagenesis by evidence from both post-GWAS and in vitro functional analyses        and supports expanded investigation into the link between the PIWI-piRNA  pathway        and <disease>cancer disease</disease>.,positive
27197292,IMPACT: This transdisciplinary study demonstrates a role of piRNA in        gliomagenesis by evidence from both post-GWAS and in vitro functional analyses        and supports expanded investigation into the link between the PIWI-<piRNA>piRNA</piRNA> pathway        and <disease>cancer disease</disease>.,positive
32369512,"In recent years, accumulating        evidence has demonstrated that <piRNA>piRNAs</piRNA> are actually expressed in pluripotent,        neural, cardiac and even <disease>cancer disease</disease> cells.",positive
32369512,"In recent years, accumulating        evidence has demonstrated that <piRNA>piRNAs</piRNA> are actually expressed in <disease> pluripotent cancer </disease> ,        neural, cardiac and even cancer disease cells.",positive
32369512,"In recent years, accumulating        evidence has demonstrated that <piRNA>piRNAs</piRNA> are actually expressed in pluripotent,         <disease> neural cancer </disease>, cardiac and even cancer disease cells.",positive
32369512,"In recent years, accumulating        evidence has demonstrated that <piRNA>piRNAs</piRNA> are actually expressed in pluripotent,          neural cancer, <disease>cardiac  </disease>and even cancer disease cells.",positive
31115555,"However, changes in        <piRNA>piRNA</piRNA> expression profiles in  <disease>colorectal cancer disease</disease> (CRC) have not yet been        investigated.",Negative
31940941," (<piRNA>piRNAs</piRNA>) represent a novel class of small non-coding RNAs        (ncRNAs) that have been shown to have a deregulated expression in several        cancers, although their clinical significance in  <disease>colorectal cancer </disease> (CRC) remains        unclear.",Negative
34313525,The        <piRNA>piR-651</piRNA> was reported to be dysregulated in several human solid <disease>gastric cancer disease</disease> tissues and lung cancers.,positive
34313525,"However, the role of <piRNA>piRNA-651</piRNA> in        carcinogenesis of  <disease>breast cancer </disease> has not been defined.",Negative
34313525,We found that <piRNA>piR-651</piRNA> was        highly expressed in  <disease>breast cancer </disease> tissues and cell lines.,positive
34313525,"This study reveals that <piRNA>piR-651</piRNA>        promotes proliferation and migration and induces apoptosis of  <disease>breast cancer </disease> cells        by facilitating DNMT1-mediated PTEN promoter methylation, which may provide a        potential therapeutic mechanism.",positive
32662667,<piRNA>piRNA</piRNA> plays an important regulatory role in         <disease>liver cancer </disease>.,positive
32662667,"In this review, we discuss the biological function of <piRNA>piRNAs</piRNA> and        new progress in the development of  <disease>liver cancer </disease>>,",positive
32662667,new targets and ideas for        <piRNA>piRNA</piRNA> and PIWI proteins in the diagnosis and treatment of  <disease>liver cancer </disease>>.,positive
36179965,"However, there are no reports yet on <piRNA>piRNA</piRNA> expression in tongue squamous        cell carcinoma (TSCC), the most common  <disease>oral cancer </disease> (80-90% percent of all oral        cancers).",Negative
36179965,"We performed target predictions        for these <piRNA>piRNAs</piRNA>, pathway and <disease>disease</disease> function (DF) analyses.",positive
27183847,To better        understand the role of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> development small laboratory fish models        can make a valuable contribution.,Negative
27183847,"To identify <piRNA>piRNA</piRNA> clusters that        might be involved in <disease>melanoma</disease> pathogenesis, we use several transgenic lines of        medaka, and platyfish/swordtail hybrids",Negative
27183847,Our data        imply that dysregulation of <piRNA>piRNA</piRNA> expression may be associated with development        of <disease>melanoma</disease>.,positive
35931391,"However, more        recently, several seminal research has shown that  (<piRNA>piRNAs</piRNA>), a promising and young class of small ncRNA, are linked to the emergence and progression of <disease>cancer disease</disease>.",positive
35931391,"Here, we surveyed the roles and clinical        implications of <piRNA>piRNAs</piRNA> and their PIWI proteins partners in tumorigenesis and        associated molecular processes of <disease>cancer disease</disease>, with a particular focus on HNSCC, to offer a new avenue for diagnosis, prognosis, and therapeutic interventions for        the malignancy, improving patient's outcomes.",positive
24732595,"Recently, a few reports have suggested that a novel class        of small non-coding RNAs, called  (<piRNA>piRNAs</piRNA>), may be involved        in the epigenetic regulation of <disease>cancer disease</disease>.",Negative
28423657,"In this article, we report the        identification of small noncoding (<piRNA>piRNAs</piRNA>) in  <disease>lung cancer disease</disease>        cells over-expressing RASSF1C.",positive
28423657,A <piRNA>piRNA</piRNA> microarray screen was performed using RNA        isolated from the  <disease>lung cancer </disease> cell line H1299 stably over-expressing RASSF1C and        corresponding control.,Negative
28423657, we have validated the expression of two up-regulated  piRNAs (<piRNA>piR-34871</piRNA> and piR-52200) and two down-regulated piRNAs (piR-35127 and        piR-46545) in  <disease>lung cancer </disease> cells with silenced and over-expressed RASSF1C using        RT-PCR.,positive
28423657, we have validated the expression of two up-regulated  piRNAs (piR-34871 and <piRNA> piR-52200 </piRNA>) and two down-regulated piRNAs (piR-35127 and        piR-46545) in  <disease>lung cancer </disease> cells with silenced and over-expressed RASSF1C using        RT-PCR.,positive
28423657, we have validated the expression of two up-regulated  piRNAs (piR-34871 and  piR-52200 ) and two down-regulated piRNAs (<piRNA> piR-35127 </piRNA> and        piR-46545) in  <disease>lung cancer </disease> cells with silenced and over-expressed RASSF1C using        RT-PCR.,positive
28423657, we have validated the expression of two up-regulated  piRNAs (piR-34871 and  piR-52200 ) and two down-regulated piRNAs ( piR-35127 and        <piRNA> piR-46545 </piRNA>) in  <disease>lung cancer </disease> cells with silenced and over-expressed RASSF1C using        RT-PCR.,positive
28423657,Over-expression of <piRNA>piR-35127</piRNA> and piR-46545 and knock-down of piR-34871  and        piR-52200significantly reduced normal lung and breast epithelial cell        proliferation and cell colony formation as well as proliferation of  <disease>lung cancer disease</disease>        cell lines (A549 and H1299) and  <disease>breast cancer  </disease> cell lines (Hs578T and MDA-MB-231).,positive
28423657,Over-expression of piR-35127 and <piRNA>piR-46545 </piRNA> and knock-down of piR-34871  and        piR-52200significantly reduced normal lung and breast epithelial cell        proliferation and cell colony formation as well as proliferation of  <disease>lung cancer disease</disease>        cell lines (A549 and H1299) and  <disease>breast cancer  </disease> cell lines (Hs578T and MDA-MB-231).,positive
28423657,Over-expression of piR-35127 and piR-46545  and knock-down of <piRNA> piR-34871 </piRNA>  and        piR-52200significantly reduced normal lung and breast epithelial cell        proliferation and cell colony formation as well as proliferation of  <disease>lung cancer disease</disease>        cell lines (A549 and H1299) and  <disease>breast cancer  </disease> cell lines (Hs578T and MDA-MB-231).,positive
28423657,Over-expression of piR-35127 and piR-46545  and knock-down of piR-34871 and       <piRNA>  piR-52200</piRNA>   significantly reduced normal lung and breast epithelial cell        proliferation and cell colony formation as well as proliferation of  <disease>lung cancer disease</disease>        cell lines (A549 and H1299) and  <disease>breast cancer  </disease> cell lines (Hs578T and MDA-MB-231).,positive
37662498,Several reports describing (<piRNA>piRNAs</piRNA>) in human <disease>cancer disease</disease> cells        or in the bloodstream are affected by the presence of false positives in <piRNA>piRNA</piRNA>        databases.,positive
37662498,A recent report suggested that <piRNA>piR-36249</piRNA> regulates  <disease>testicular cancer </disease>       progression by engaging with DHX36 to regulate OAS2.,positive
37662498,"The suggestion        of using <piRNA>piR-36249</piRNA> as a therapeutic target for  <disease>testicular cancer </disease> is therefore        questionable, due to the consequences that tRNA inhibition could have on healthy        cells.",Negative
25313140,A search for mRNAs targeted by the BC piRNome revealed that eight <piRNA>piRNAs</piRNA>        showing a specific expression pattern in breast tumors target key <disease>cancer disease</disease> cell        pathways.,positive
25313140,Evidence of an active <piRNA>piRNA</piRNA> pathway in <disease>breast cancer </disease> suggests that these small        non-coding RNAs do exert transcriptional and post-transcriptional gene regulatory        actions also in cancer disease cells.,positive
25313140,Evidence of an active <piRNA>piRNA</piRNA> pathway in breast cancer  suggests that these small        non-coding RNAs do exert transcriptional and post-transcriptional gene regulatory        actions also in <disease>cancer disease</disease> cells.,positive
34387333,Specific tRF-<piRNA>piRNAs</piRNA> that        increased with age might target and decrease the expression of the  <disease>breast cancer </disease>        antiestrogen resistance protein 3 (BCAR3) gene in the ovaries of old df/df mice.,positive
30556540,<piRNA>piR-823</piRNA> is increased        in  <disease>liver cirrhosis</disease> and hepatocellular carcinoma (HCC).,positive
30556540,<piRNA>piR-823</piRNA> is increased        in  liver cirrhosis and <disease> hepatocellular carcinoma (HCC) </disease>.,positive
30556540,"However, there is no        report on the function of <piRNA>piR-823</piRNA> in hepatic stellate cells (HSCs) activation        during hepatic <disease>fibrosis</disease>.",Negative
30556540,"The combination of <piRNA>piR-823</piRNA> and EIF3B        increased TGF-β1 expression, which activates HSCs in  <disease>liver fibrosis</disease>.",positive
30556540,<piRNA>piR-823</piRNA> may        be a new target in the treatment of liver <disease>fibrosis</disease>.,Negative
27829231,"We find that the expression        of <piRNA>piRNAs</piRNA> encoded at DLK1-DIO3 enhances the prognostic potential of small        non-coding RNAs specific to this locus in predicting patient outcome, further        emphasizing the importance of regulation at this locus in  <disease>lung cancer </disease>.",positive
25998508,"We        further validated the aberrant expression of the three piRNAs in a 68-case        formalin-fixed and paraffin-embedded (FFPE) ccRCC tissue cohort and showed the        up-regulation of the three <piRNA>piRNAs</piRNA> to be highly associated with <disease> clear cell renal cell carcinoma (ccRCC) </disease> metastasis,        late clinical stage and poor cancer disease-specific survival.",positive
25998508,"We        further validated the aberrant expression of the three <piRNA>piRNAs</piRNA> in a 68-case        formalin-fixed and paraffin-embedded (FFPE) ccRCC tissue cohort and showed the        up-regulation of the three piRNAs to be highly associated with <disease> clear cell renal cell carcinoma (ccRCC) </disease> metastasis,        late clinical stage and poor cancer disease-specific survival.",positive
29317756,"However, remarkably homogenous <piRNA>piRNA</piRNA> profiles are        detected across patients with <disease>renal cell carcinoma</disease>,  characterized by        constitutive upregulation of hypoxia-related signaling induced by common mutation        or loss of von Hippel-Lindau factor (VHL).",positive
35145038,"Recently, accumulating pieces of        evidence demonstrate that tsRNA, snoRNA, snRNA and <piRNA>piRNA</piRNA> play an important role        in many biological processes, and their dysregulation is closely related to the        progression of <disease>cancer disease</disease>.",positive
25895683,"Nonetheless, the currently available information,        while highly suggestive, is still not sufficient to entirely discriminate between        a 'passenger' role for the ectopic expression of <piRNA>piRNAs</piRNA> and PIWI proteins in        <disease>cancer disease</disease> from a 'driver' role in the pathogenesis of these diseases.",positive
25895683,"In this        article, we review some of the key available evidence for the role of <piRNA>piRNAs</piRNA> and        PIWI in human <disease>cancer disease</disease> and discuss ways in which our understanding of their        functions may be improved.",Negative
28178889,Some recent research suggests that <piRNA>piRNAs</piRNA> may play an important        role in <disease>cancer disease</disease>.,Negative
33960684,"Overall, our results indicate that the prevalence of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> is most        likely not as comprehensive as has been previously thought.",positive
34118972,<piRNA>piRNAs</piRNA> are emerging players in the malignant transformation of normal cells and        participate in the regulation of <disease>cancer disease</disease> hallmarks.,positive
34118972,"Additionally, <piRNA>piRNAs</piRNA> have been used as biomarkers for <disease>cancer </disease> diagnosis and        prognosis and have great potential for clinical utility.",positive
34118972,"However, research on the        underlying mechanisms of <piRNA>piRNAs</piRNA> in <disease>cancer disease</disease> is limited.",positive
34118972,"Here, we systematically        reviewed recent advances in the biogenesis and biological functions of <piRNA>piRNAs</piRNA> and        relevant bioinformatics databases with the aim of providing insights into <disease>cancer disease</disease>        diagnosis and clinical applications.",Negative
34118972,"We also focused on some <disease>cancer disease</disease> hallmarks        rarely reported to be related to <piRNA>piRNAs</piRNA>, which can promote in-depth research of        piRNAs in molecular biology and facilitate their clinical translation into <disease>cancer disease</disease>        treatment.",positive
34118972,"We also focused on some <disease>cancer disease</disease> hallmarks        rarely reported to be related to piRNAs, which can promote in-depth research of        <piRNA>piRNAs</piRNA> in molecular biology and facilitate their clinical translation into <disease>cancer disease</disease>        treatment.",positive
30896887,The expression of        many <disease>cancer disease</disease>‑associated <piRNA>piRNAs</piRNA> was correlated with the genome‑wide and replicated       cancer disease ‑risk SNPs.,positive
30896887,The expression of        many cancer disease ‑associated <piRNA>piRNAs</piRNA> was correlated with the genome‑wide and replicated        <disease>cancer disease</disease>‑risk SNPs.,positive
34249688,"Although the importance of  (<piRNA>piRNAs</piRNA>) in <disease>cancer disease</disease> has recently        been recognized, studies on the role and functional mechanism of piRNAs in lung        adenocarcinoma (LUAD) development and progression are limited.",positive
34249688,"Although the importance of  (piRNAs) in <disease>cancer disease</disease> has recently        been recognized, studies on the role and functional mechanism of <piRNA>piRNAs</piRNA> in lung        adenocarcinoma (LUAD) development and progression are limited.",positive
39102033, (<piRNA>piRNAs</piRNA>) have received a lot of attention for their        functions in <disease>cancer disease</disease> research.,positive
39102033,<piRNA>piR-823</piRNA> has emerged as a crucial modulator        of various <disease>cancer disease</disease> hallmarks through regulating multiple pathways.,positive
37434681,This study        explored the roles and possible mechanisms of <piRNA>piRNA-31106</piRNA> in  <disease>breast cancer disease</disease>.,Negative
37434681,METHODS: The expression of <piRNA>piRNA-31106</piRNA> in  <disease>breast cancer disease</disease> tissues and cells was        detected by reverse transcription polymerase chain reaction (RT-PCR).,positive
37434681,RESULTS: <piRNA>PiRNA-31106</piRNA> was highly expressed        in  <disease>breast cancer disease</disease> tissues and cell lines MDA-MB-231 and MCF-7.,positive
37434681,"Overexpression of        <piRNA>piRNA-31106</piRNA> promoted the viability, invasion, and migration of  <disease>breast cancer </disease>>,        inhibited apoptosis, and promoted the expressions of MDM2, CDK4, and cyclinD1.",positive
37434681,Further        experiments demonstrated that si-METTL3 could inhibit the regulatory effects of        <piRNA>piRNA-31106</piRNA> on  <disease>breast cancer disease</disease>.,Negative
37434681,<piRNA>PiRNA-31106</piRNA> was significantly highly        expressed in  <disease>breast cancer </disease> and could promote progression by        regulating METTL3-mediated m6A RNA methylation.,positive
27919963,"There were preliminary data published        indicating that <piRNA>piR-823</piRNA> expression is deregulated in circulating tumor cells and        tumor tissue in  gastric and <disease>kidney cancer </disease>, respectively.",positive
27919963,"There were preliminary data published        indicating that <piRNA>piR-823</piRNA> expression is deregulated in circulating tumor cells and        tumor tissue in  kidney and <disease>gastric cancer </disease>, respectively.",positive
27919963," In        our study, we analyzed <piRNA>piR-823</piRNA> levels in 588 biological specimens: tumor tissue        (N=153), adjacent renal parenchyma (N=121), blood serum (N=178) and urine (N=20)        of patients undergoing nephrectomy for <disease>RCC</disease>; and in blood serum (N=101) and urine        (N=15) of matched healthy controls.",Negative
27919963,"Expression levels of <piRNA>piR-823</piRNA> were determined        in all biological specimens by quantitative real-time polymerase chain reaction,        compared in patients and controls, and correlated with clinicopathological        features of <disease>RCC</disease>.",Negative
27919963,"On the contrary in        blood serum and urine, the expression of <piRNA>piR-823</piRNA> was significantly higher in        patients with <disease>RCC</disease> compared to healthy individuals (p=0.",positive
27919963,We further observed higher levels of <piRNA>piR-823</piRNA>        in tumor tissue to be associated with shorter <disease>disease</disease>-free survival of patients       ,positive
27919963,a trend for higher <piRNA>piR-823</piRNA> levels in serum to be associated with        advanced clinical stages of <disease>RCC</disease> .,positive
27919963,There were no other significant        associations of <piRNA>piR-823</piRNA> levels in any type of biological specimen with        clinicopathological features of <disease>RCC</disease>.,Negative
27919963," <piRNA>piR-823</piRNA> is down-regulated in        tumor tissue, but positively correlated with worse outcome, indicating its        complex role in <disease>RCC</disease> pathogenesis.",positive
27919963,Preliminary data indicate the        promising diagnostic utility of urinary <piRNA>piR-823</piRNA> in patients with <disease>RCC</disease>.,positive
32066615,We        sought to identify serum <piRNA>PIWI-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) that could serve as        sensitive and specific noninvasive biomarkers for early <disease>colorectal cancer disease</disease>        detection.,positive
32066615,METHODS: We screened the <piRNA>piRNA</piRNA> expression profile in sera from 7        patients with colorectal <disease>cancer</<disease>disease</disease>> and 7 normal controls using small RNA sequencing.,Negative
32066615,Differentially expressed <piRNA>piRNAs</piRNA> were measured in a training cohort of 140        patients with colorectal <disease>cancer</<disease>disease</disease>> and 140 normal controls using reverse        transcription quantitative PCR.,Negative
32066615,The identified <piRNA>piRNAs</piRNA> were evaluated in two        independent validation cohorts of 180 patients with <disease>colorectal cancer disease</disease> and 180        normal controls.,Negative
32066615,"Finally, the diagnostic value of the identified <piRNA>piRNAs</piRNA> for        colorectal adenoma (CRA) was assessed, and their expression was measured in 50        patients with <disease>lung cancer disease</disease>, 50 with <disease>breast cancer disease</disease>, and 50 with <disease>gastric cancer disease</disease>.",Negative
32066615,The <piRNA>piRNAs</piRNA> piR-020619 and piR-020450 were consistently elevated in sera        of patients with <disease>colorectal cancer disease</disease> as compared with controls.,positive
32066615,The piRNAs <piRNA>piR-020619</piRNA> and piR-020450 were consistently elevated in sera        of patients with <disease>colorectal cancer disease</disease> as compared with controls.,positive
32066615,"The piRNAs , piR-020619  and <piRNA>piR-020450</piRNA> were consistently elevated in sera        of patients with <disease>colorectal cancer disease</disease> as compared with controls.",positive
32066615,A predicative panel        based on the two <piRNA>piRNAs</piRNA> was established that displayed high diagnostic accuracy        for <disease>colorectal cancer disease</disease> detection.,positive
32066615,The two-<piRNA>piRNA</piRNA> panel could detect small-size and        early-stage <disease>colorectal cancer disease</disease> with an area under the ROC curve of 0.,positive
32066615,"Aberrant elevation of the two <piRNA>piRNAs</piRNA> was not observed in sera        of patients with lung, breast, and <disease>gastric cancer disease</disease>.",Negative
32066615,"Aberrant elevation of the two <piRNA>piRNAs</piRNA> was not observed in sera        of patients with gastric, breast, and <disease>lung cancer disease</disease>.",Negative
32066615,"Aberrant elevation of the two <piRNA>piRNAs</piRNA> was not observed in sera        of patients with gastric, Lung, and <disease>breast cancer disease</disease>.",Negative
32066615, Serum <piRNA>piR-020619</piRNA>        and piR-020450 show a strong potential as colorectal <disease>cancer disease</disease>-specific early        detection biomarkers.,positive
32066615, Serum piR-020619        and <piRNA>piR-020450</piRNA> show a strong potential as colorectal <disease>cancer disease</disease>-specific early        detection biomarkers.,positive
32219337,"scaRNA, <piRNA>piRNA</piRNA>) in human <disease> breast cancer disease</disease>.",Negative
32219337,"Furthermore, cyclin D1 regulated secretion of the P-element Induced        WImpy testis (PIWI)-interacting RNAs  including <piRNA>piR-016658</piRNA> andpiR-016975       that governed stem cell expansion, and increased the abundance of the PIWI member        of the Argonaute family, piwil2 in ERα positive <disease>breast cancer disease</disease>.",positive
32219337,"Furthermore, cyclin D1 regulated secretion of the P-element Induced        WImpy testis (PIWI)-interacting RNAs including piR-016658 and <piRNA>piR-016975</piRNA>        that governed stem cell expansion, and increased the abundance of the PIWI member        of the Argonaute family, piwil2 in ERα positive <disease>breast cancer disease</disease>.",positive
20205586,"Multiple classes of small RNA, including        small-interfering RNA (siRNA), micro-RNA (miRNA), and <piRNA>piwi-interacting RNA</piRNA> , play important roles in many fundamental biological and <disease>disease</disease>        processes.",positive
24247010,"Herein we have studied the putative existence of epigenetic        aberrations in the activity of PIWI proteins, an Argonaute family protein        subclass, and the small regulatory PIWI-interacting RNAs (<piRNA>piRNAs</piRNA>) in  <disease>testicular       cancer disease</disease>, as the PIWI piRNA pathway plays a critical role in male germline        development.",positive
24247010,"Herein we have studied the putative existence of epigenetic        aberrations in the activity of PIWI proteins, an Argonaute family protein        subclass, and the small regulatory PIWI-interacting RNAs(piRNAs) in  <disease>testicular       cancer disease</disease>, as the PIWI/<piRNA>piRNA</piRNA> pathway plays a critical role in male germline        development.",positive
32967010,<piRNA>PIWI-interacting RNAs</piRNA> (piRNAs)        have been indicated to be epigenetic effectors in <disease>cancer disease</disease>.,positive
32967010,"Moreover, <piRNA>piRNA-30473</piRNA> is significantly associated with overall survival        in a univariate analysis and is statistically significant after adjusting for the        National Comprehensive Cance disease Network-International Prognostic Index in the        multivariate analysis.",Negative
28711973,"Moreover,        we identified changes in the level of several <piRNA>piRNAs</piRNA> in the islets of        Goto-Kakizaki rats, a well-established animal model of type 2 <disease>diabetes</disease>.",positive
28711973," Our results provide evidence for a role of        PIWI proteins and their associated <piRNA>piRNAs</piRNA> in the control of beta cell functions,        and suggest a possible involvement in the development of type 2 <disease>diabetes</disease>.",positive
31879982,"Recently, <piRNA>piRNAs</piRNA> are known to regulate cell proliferation, apoptosis and        metastasis in different <disease>cancer disease</disease> cells.",positive
31879982,"Therefore, our current study aimed to decrypt the potential role of        a <piRNA>piRNA</piRNA>, <piRNA>piR-39980</piRNA> in osteosarcoma, which was earlier reported by us in        fibrosarcoma, neuroblastoma and <disease>epithelial ovarian cancer disease</disease>.",positive
31879982,"Therefore, our current study aimed to decrypt the potential role of        a <piRNA>piRNA</piRNA>, <piRNA>piR-39980</piRNA> in osteosarcoma, which was earlier reported by us in        fibrosarcoma, epithelial ovarian and <disease>neuroblastoma  cancer disease</disease>.",positive
31879982,"Therefore, our current study aimed to decrypt the potential role of        a <piRNA>piRNA</piRNA>, <piRNA>piR-39980</piRNA> in osteosarcoma, which was earlier reported by us in        ,epithelial ovarian , neuroblastoma and <disease> fibrosarcoma cancer disease</disease>",positive
31879982,"Further, we found 13        genes as targets of <piRNA>piR-39980</piRNA> using miRanda, among which SERPINB1 that is        downregulated in OS cells is seen to suppress proliferation, and migration in        this <disease>cancer disease</disease> upon its overexpression.",positive
33673453,"Compounding evidence suggests that <piRNA>piRNAs</piRNA> encompass a        wider functional range than small interfering RNAs (siRNAs) and microRNAs        (miRNAs), which have been studied more in terms of cellular homeostasis and        <disease>disease</disease>.",positive
33673453,"This review aims to summarize contemporary knowledge regarding        biogenesis, and homeostatic function of <piRNA>piRNAs</piRNA> and their emerging roles in the        development of pathologies related to cardiomyopathies, <disease>cancer disease</disease>, and infectious        diseases.",positive
33673453,"This review aims to summarize contemporary knowledge regarding        biogenesis, and homeostatic function of <piRNA>piRNAs</piRNA> and their emerging roles in the        development of pathologies related to cardiomyopathies, cancer disease , and <disease>infectious        diseases</disease>.",positive
25305452,The expression levels of 106 <piRNA>piRNA</piRNA> were increased in <disease>bladder cancer tissues</disease>. ,positive
25305452,The expression levels of 91 <piRNA>piRNA</piRNA> were decreased in <disease>bladder cancer tissues</disease>.,positive
31136989,"In this review,        we introduce recent findings showing the potential involvement of <piRNA>piRNAs</piRNA> in the        etiology of different neurodegenerative diseases, including amyotrophic lateral        sclerosis , <disease>Alzheimer's disease</disease>  and Parkinson's disease</disease> .",positive
31136989,"In this review,        we introduce recent findings showing the potential involvement of <piRNA>piRNAs</piRNA> in the        etiology of different neurodegenerative diseases, including <disease>amyotrophic lateral        sclerosis/disease> (<disease>ALS</disease>),Alzheimer's disease  and Parkinson's disease .",positive
31136989,"In this review,        we introduce recent findings showing the potential involvement of <piRNA>piRNAs</piRNA> in the        etiology of different neurodegenerative diseases, including amyotrophic lateral        sclerosis,Alzheimer's disease (AD) and <disease>Parkinson's disease </disease>",positive
33800703,"<piRNA>piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>), which have been linked to many        important developmental and <disease>disease</disease> processes and are being pursued as clinical        and therapeutic targets.",positive
33650098,"Recent evidence suggests that numerous <piRNA>piRNAs</piRNA>, with tumor-promoting and        tumor-suppressing functions in <disease>cancer disease</disease> development, are dysregulated in tumor        tissues, and are related to clinical prognosis.",positive
33650098,"In the present review, we        summarize the current state of knowledge on the function and regulatory        mechanisms of <piRNA>piRNAs</piRNA> in the tumorigenesis and progression of <disease>cancer disease</disease>, providing        evidence for the potential use of <piRNA>piRNAs</piRNA> in the diagnosis and clinical treatment        of <disease>cancer disease</disease>.",positive
39087398,"<piRNA>Piwi-interacting RNAs</piRNA>, a class of small RNAs, hold        promise for managing <disease>cardiovascular diseases</disease>.",positive
23229900,The aim of        this study was to investigate the expression of <piRNA>piRNAs</piRNA> in breast <disease>cancer</<disease>disease</disease>>.,Negative
23229900,"Among them, 4        <piRNA>piRNAs</piRNA> (piR-4987,piR-20365,piR-20485 and piR-20582) were confirmed to be        up-regulated by realtime RT-PCR in 50 <disease> breast cancer disease</disease> ",positive
23229900,"Among them, 4        piRNAs(<piRNA>piR-4987</piRNA>, piR-20365, piR-20485 and piR-20582) were confirmed to be        up-regulated by realtime RT-PCR in 50 <disease> breast cancer disease</disease> ",positive
23229900,"Among them, 4        piRNAs(piR-4987, <piRNA>piR-20365</piRNA>, piR-20485 and piR-20582) were confirmed to be        up-regulated by realtime RT-PCR in 50 <disease> breast cancer disease</disease> ",positive
23229900,"Among them, 4        piRNAs(piR-4987, piR-20365, <piRNA>piR-20485</piRNA> and piR-20582) were confirmed to be        up-regulated by realtime RT-PCR in 50 <disease> breast cancer disease</disease> ",positive
